Tarih,Başlık,Metin,ParsedDate,Month,english_text
"Tue, 04 Dec 2018 08:00:00 GMT","Tspb Başkanı Topaç: ""Sermaye Piyasası Zorlu Dönemi Başarıyla Atlattı"" - Haberler",tspb başkanı topaç sermaye piyasası zorlu dönemi başarıyla atlattı haberler,2018-12-04 08:00:00,12,tspb chairman topaç capital market successfully survived the difficult period news
"Tue, 13 Nov 2018 08:00:00 GMT",TSPB / Topaç: Sağlıklı kalkınma için yatırım vadelerini uzatmalıyız - Sabah,tspb topaç sağlıklı kalkınma için yatırım vadelerini uzatmalıyız sabah,2018-11-13 08:00:00,11,TSPB Topaç We must extend investment maturities for healthy development.
"Mon, 16 Apr 2018 07:00:00 GMT",​SPK'nın yeni başkanı atandı- SPK Başkanı Ali Fuat Taşkesenoğlu kimdir? - Yeni Şafak,spk nın yeni başkanı atandı spk başkanı ali fuat taşkesenoğlu kimdir yeni şafak,2018-04-16 07:00:00,4,The new president of the CMB was appointed. Who is the CMB President Ali Fuat Taşkesenoğlu Yeni Şafak
"Tue, 13 Nov 2018 08:00:00 GMT",Türkiye Sermaye Piyasaları Kongresi - SPK Başkanı Taşkesenlioğlu - Haberler,türkiye sermaye piyasaları kongresi spk başkanı taşkesenlioğlu haberler,2018-11-13 08:00:00,11,turkish capital markets congress CMB chairman Taşkesenlioğlu news
"Tue, 09 Jan 2018 08:00:00 GMT",Beyaz Filo’ya dev operasyon! - Hürriyet,beyaz filo ya dev operasyon hürriyet,2018-01-09 08:00:00,1,White Fleet or Giant Operation Hürriyet
"Mon, 13 Aug 2018 07:00:00 GMT","AHL Forex, ekonomi ve piyasaların nabzını tutuyor - Çorum Hakimiyet",ahl forex ekonomi ve piyasaların nabzını tutuyor çorum hakimiyet,2018-08-13 07:00:00,8,ahl forex keeps the pulse of the economy and markets Çorum Domination
"Mon, 17 Sep 2018 07:00:00 GMT",TF Varlık Kiralamanın Yurtiçi Kira Sertifikası ihracına SPK'dan onay - Emlak Pencerem,tf varlık kiralamanın yurtiçi kira sertifikası ihracına spk dan onay emlak pencerem,2018-09-17 07:00:00,9,CMB's approval for the domestic lease certificate issuance of TF asset leasing
"Wed, 13 Jun 2018 07:00:00 GMT",Aydın Doğan hakkında yakalama kararı! - Yeni Akit Gazetesi,aydın doğan hakkında yakalama kararı yeni akit gazetesi,2018-06-13 07:00:00,6,Arrest warrant for Aydin Doğan Yeni Akit newspaper
"Thu, 25 Jan 2018 08:00:00 GMT",31.12.2017 Tarihi İtibariyle Yapılacak Değerlemelerde Esas Alınacak Döviz Kurları Yayımlandı. - verginet.net,thirty one twelve two thousand and seventeen tarihi i̇tibariyle yapılacak değerlemelerde esas alınacak döviz kurları yayımlandı verginet net,2018-01-25 08:00:00,1,"The exchange rates to be taken as basis in the valuations to be made as of the thirty one twelve two thousand and seventeen date have been published, Verginet Net"
"Thu, 13 Sep 2018 07:00:00 GMT",Döviz kurları faiz kararı ile geriledi - Anadolu Ajansı,döviz kurları faiz kararı ile geriledi anadolu ajansı,2018-09-13 07:00:00,9,Exchange rates decreased with the interest rate decision Anadolu Agency
"Mon, 06 Aug 2018 07:00:00 GMT","Döviz kurlarında yeni rekor: Dolar/TL'de günlük yükseliş yüzde 5,5'i aştı - BBC",döviz kurlarında yeni rekor dolar tl de günlük yükseliş yüzde five five i aştı bbc,2018-08-06 07:00:00,8,A new record in exchange rates. The daily increase in dollar and TL exceeded five percent. BBC
"Tue, 12 Jun 2018 07:00:00 GMT",Türkiye'ye en çok döviz getiren firmalar ve ihracat şampiyonları - Grafik - Euronews.com,türkiye ye en çok döviz getiren firmalar ve ihracat şampiyonları grafik euronews com,2018-06-12 07:00:00,6,Companies that bring the most foreign currency to Türkiye and export champions chart euronews com
"Fri, 03 Aug 2018 07:00:00 GMT","""Döviz bozdurun"" çağrısı işe yarar mı? - DW",döviz bozdurun çağrısı işe yarar mı dw,2018-08-03 07:00:00,8,Does a currency exchange call work? dw
"Mon, 02 Jul 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (02.07.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları two seven two thousand and eighteen döviz haberleri bloomberght,2018-07-02 07:00:00,7,foreign exchange opening prices in the free market two seven two thousand and eighteen foreign exchange news bloomberght
"Mon, 28 May 2018 07:00:00 GMT",Döviz kurları düşüş eğiliminde - Anadolu Ajansı,döviz kurları düşüş eğiliminde anadolu ajansı,2018-05-28 07:00:00,5,exchange rates are in a downward trend anadolu agency
"Sun, 02 Sep 2018 07:00:00 GMT","Düşük kurdan dolar satışı konusunda Halkbank'tan açıklama: 4,6 milyon dolarlık döviz alımı yapıldı - BBC",düşük kurdan dolar satışı konusunda halkbank tan açıklama four six milyon dolarlık döviz alımı yapıldı bbc,2018-09-02 07:00:00,9,Statement from Halkbank regarding the sale of dollars at low exchange rates. Four six million dollars of foreign currency was purchased BBC
"Mon, 31 Dec 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (31.12.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty one twelve two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-12-31 08:00:00,12,foreign exchange opening prices in the free market thirty one twelve two thousand and eighteen last minute economic news bloomberght
"Fri, 16 Nov 2018 08:00:00 GMT",Türkiye'de yerleşik yabancıların döviz cinsinden gayrimenkul kira ve satış sözleşmesi yapmasına izin verildi - BBC,türkiye de yerleşik yabancıların döviz cinsinden gayrimenkul kira ve satış sözleşmesi yapmasına izin verildi bbc,2018-11-16 08:00:00,11,Foreigners residing in Türkiye are allowed to make real estate rental and sales contracts in foreign currency bbc
"Mon, 10 Sep 2018 07:00:00 GMT",Vakıf Katılım Bankası'ndan 'hatalı döviz kuru' açıklaması - Anadolu Ajansı,vakıf katılım bankası ndan hatalı döviz kuru açıklaması anadolu ajansı,2018-09-10 07:00:00,9,Incorrect exchange rate statement from Vakıf Katılım Bankası Anadolu Agency
"Wed, 10 Oct 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (10.10.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları ten ten two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-10-10 07:00:00,10,foreign exchange opening prices in the free market ten ten two thousand and eighteen last minute economic news bloomberght
"Fri, 25 May 2018 07:00:00 GMT",Dolar/TL kurundaki yükseliş ekonomiyi nasıl etkiler? - BBC,dolar tl kurundaki yükseliş ekonomiyi nasıl etkiler bbc,2018-05-25 07:00:00,5,How does the rise in the dollar-TL exchange rate affect the economy? BBC
"Wed, 31 Jan 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (31.01.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty one one two thousand and eighteen döviz haberleri bloomberght,2018-01-31 08:00:00,1,foreign exchange opening prices in the free market thirty one one two thousand and eighteen foreign exchange news bloomberght
"Wed, 15 Aug 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (15.08.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları fifteen eight two thousand and eighteen döviz haberleri bloomberght,2018-08-15 07:00:00,8,foreign exchange opening prices in the free market fifteen eight two thousand and eighteen foreign exchange news bloomberght
"Thu, 29 Nov 2018 08:00:00 GMT","Döviz kuru ve faizler düşerken, Türkiye'nin risk primi neden artıyor? - BBC",döviz kuru ve faizler düşerken türkiye nin risk primi neden artıyor bbc,2018-11-29 08:00:00,11,Why is Turkey's risk premium increasing while exchange rates and interest rates are decreasing? BBC
"Mon, 25 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (25.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty five six two thousand and eighteen döviz haberleri bloomberght,2018-06-25 07:00:00,6,foreign exchange opening prices in the free market twenty five six two thousand and eighteen foreign exchange news bloomberght
"Tue, 01 May 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (01.05.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları one five two thousand and eighteen döviz haberleri bloomberght,2018-05-01 07:00:00,5,foreign exchange opening prices in the free market one five two thousand and eighteen foreign exchange news bloomberght
"Wed, 06 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (06.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları six six two thousand and eighteen döviz haberleri bloomberght,2018-06-06 07:00:00,6,foreign exchange opening prices in the free market six six two thousand and eighteen foreign exchange news bloomberght
"Tue, 10 Apr 2018 07:00:00 GMT","İran kuru sabitledi, yastık altı dövizi sınırladı - BBC",i̇ran kuru sabitledi yastık altı dövizi sınırladı bbc,2018-04-10 07:00:00,4,"Iran fixed the exchange rate, limited under-pillow foreign currency bbc"
"Tue, 25 Dec 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (25.12. 2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty five twelve two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-12-25 08:00:00,12,foreign exchange opening prices in the free market twenty five twelve two thousand and eighteen last minute economic news bloomberght
"Fri, 30 Nov 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (30.11.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty eleven two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-11-30 08:00:00,11,foreign exchange opening prices in the free market thirty eleven two thousand and eighteen last minute economic news bloomberght
"Thu, 20 Dec 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (20.12.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty twelve two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-12-20 08:00:00,12,foreign exchange opening prices in the free market twenty twelve two thousand and eighteen last minute economic news bloomberght
"Mon, 16 Apr 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (16.04.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları sixteen four two thousand and eighteen döviz haberleri bloomberght,2018-04-16 07:00:00,4,foreign exchange opening prices in the free market sixteen four two thousand and eighteen foreign exchange news bloomberght
"Mon, 01 Oct 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (01.10.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları one ten two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-10-01 07:00:00,10,foreign exchange opening prices in the free market one ten two thousand and eighteen last minute economic news bloomberght
"Thu, 20 Sep 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (20.09.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty nine two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-09-20 07:00:00,9,foreign exchange opening prices in the free market twenty nine two thousand and eighteen breaking economic news bloomberght
"Wed, 28 Mar 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (28.03.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty eight three two thousand and eighteen döviz haberleri bloomberght,2018-03-28 07:00:00,3,foreign exchange opening prices in the free market twenty eight three two thousand and eighteen foreign exchange news bloomberght
"Fri, 02 Feb 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (02.02.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları two two two thousand and eighteen döviz haberleri bloomberght,2018-02-02 08:00:00,2,foreign exchange opening prices in the free market two two two thousand and eighteen foreign exchange news bloomberght
"Wed, 25 Jul 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (25.07.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty five seven two thousand and eighteen döviz haberleri bloomberght,2018-07-25 07:00:00,7,foreign exchange opening prices in the free market twenty five seven two thousand and eighteen foreign exchange news bloomberght
"Fri, 04 May 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (04.05.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları four five two thousand and eighteen döviz haberleri bloomberght,2018-05-04 07:00:00,5,foreign exchange opening prices in the free market four five two thousand and eighteen foreign exchange news bloomberght
"Tue, 09 Oct 2018 07:00:00 GMT",Döviz Kredisi ve TCMB Bildirim Yükümlülüğü Rehberi - Financial Services - Turkey - Mondaq,döviz kredisi ve tcmb bildirim yükümlülüğü rehberi financial services turkey mondaq,2018-10-09 07:00:00,10,foreign exchange loan and TCMB notification obligation guide financial services turkey mondaq
"Thu, 18 Jan 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (18.01.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları eighteen one two thousand and eighteen döviz haberleri bloomberght,2018-01-18 08:00:00,1,foreign exchange opening prices in the free market eighteen one two thousand and eighteen foreign exchange news bloomberght
"Fri, 01 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (01.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları one six two thousand and eighteen döviz haberleri bloomberght,2018-06-01 07:00:00,6,foreign exchange opening prices in the free market one six two thousand and eighteen foreign exchange news bloomberght
"Mon, 13 Aug 2018 07:00:00 GMT",Swap nedir: Liradaki düşüşe önlem olarak BDDK swap işlemlerine sınır getirdi - BBC,swap nedir liradaki düşüşe önlem olarak bddk swap işlemlerine sınır getirdi bbc,2018-08-13 07:00:00,8,"What is swap? As a precaution against the decline in lira, BDDK imposed limits on swap transactions BBC"
"Wed, 20 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (20.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty six two thousand and eighteen döviz haberleri bloomberght,2018-06-20 07:00:00,6,foreign exchange opening prices in the free market twenty six two thousand and eighteen foreign exchange news bloomberght
"Fri, 31 Aug 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (31.08.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty one eight two thousand and eighteen döviz haberleri bloomberght,2018-08-31 07:00:00,8,foreign exchange opening prices in the free market thirty one eight two thousand and eighteen foreign exchange news bloomberght
"Wed, 10 Jan 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (10.01.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları ten one two thousand and eighteen döviz haberleri bloomberght,2018-01-10 08:00:00,1,foreign exchange opening prices in the free market ten one two thousand and eighteen foreign exchange news bloomberght
"Tue, 30 Jan 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (30.01.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty one two thousand and eighteen döviz haberleri bloomberght,2018-01-30 08:00:00,1,foreign exchange opening prices in the free market thirty one two thousand and eighteen foreign exchange news bloomberght
"Tue, 24 Apr 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (24.04.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty four four two thousand and eighteen döviz haberleri bloomberght,2018-04-24 07:00:00,4,foreign exchange opening prices in the free market twenty four four two thousand and eighteen foreign exchange news bloomberght
"Wed, 26 Sep 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (26.09.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty six nine two thousand and eighteen döviz haberleri bloomberght,2018-09-26 07:00:00,9,foreign exchange opening prices in the free market twenty six nine two thousand and eighteen foreign exchange news bloomberght
"Fri, 17 Aug 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (17.08.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları seventeen eight two thousand and eighteen döviz haberleri bloomberght,2018-08-17 07:00:00,8,foreign exchange opening prices in the free market seventeen eight two thousand and eighteen foreign exchange news bloomberght
"Wed, 14 Mar 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (14.03.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları fourteen three two thousand and eighteen döviz haberleri bloomberght,2018-03-14 07:00:00,3,foreign exchange opening prices in the free market fourteen three two thousand and eighteen foreign exchange news bloomberght
"Wed, 18 Jul 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (18.07.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları eighteen seven two thousand and eighteen döviz haberleri bloomberght,2018-07-18 07:00:00,7,foreign exchange opening prices in the free market eighteen seven two thousand and eighteen foreign exchange news bloomberght
"Wed, 31 Oct 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (31.10.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty one ten two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-10-31 07:00:00,10,foreign exchange opening prices in the free market thirty one ten two thousand and eighteen last minute economic news bloomberght
"Tue, 20 Nov 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (20.11.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty eleven two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-11-20 08:00:00,11,foreign exchange opening prices in the free market twenty eleven two thousand and eighteen last minute economic news bloomberght
"Thu, 21 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (21.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty one six two thousand and eighteen döviz haberleri bloomberght,2018-06-21 07:00:00,6,foreign exchange opening prices in the free market twenty one six two thousand and eighteen foreign exchange news bloomberght
"Tue, 10 Jul 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (10.07.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları ten seven two thousand and eighteen döviz haberleri bloomberght,2018-07-10 07:00:00,7,foreign exchange opening prices in the free market ten seven two thousand and eighteen foreign exchange news bloomberght
"Fri, 14 Sep 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (14.09.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları fourteen nine two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-09-14 07:00:00,9,foreign exchange opening prices in the free market fourteen nine two thousand and eighteen last minute economic news bloomberght
"Fri, 28 Dec 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (28.12.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty eight twelve two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-12-28 08:00:00,12,foreign exchange opening prices in the free market twenty eight twelve two thousand and eighteen last minute economic news bloomberght
"Fri, 10 Aug 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (10.08.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları ten eight two thousand and eighteen döviz haberleri bloomberght,2018-08-10 07:00:00,8,foreign exchange opening prices in the free market ten eight two thousand and eighteen foreign exchange news bloomberght
"Mon, 30 Apr 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (30.04.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty four two thousand and eighteen döviz haberleri bloomberght,2018-04-30 07:00:00,4,foreign exchange opening prices in the free market thirty four two thousand and eighteen foreign exchange news bloomberght
"Sat, 11 Aug 2018 07:00:00 GMT",BDDK: Kurumumuzun bankalarla bugün herhangi bir toplantısı yok - BBC,bddk kurumumuzun bankalarla bugün herhangi bir toplantısı yok bbc,2018-08-11 07:00:00,8,Our bddk institution does not have any meetings with banks today bbc
"Mon, 26 Feb 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (26.02.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty six two two thousand and eighteen döviz haberleri bloomberght,2018-02-26 08:00:00,2,foreign exchange opening prices in the free market twenty six two two thousand and eighteen foreign exchange news bloomberght
"Wed, 04 Apr 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (04.04.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları four four two thousand and eighteen döviz haberleri bloomberght,2018-04-04 07:00:00,4,foreign exchange opening prices in the free market four four two thousand and eighteen foreign exchange news bloomberght
"Mon, 05 Feb 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (05.02.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları five two two thousand and eighteen döviz haberleri bloomberght,2018-02-05 08:00:00,2,foreign exchange opening prices in the free market five two two thousand and eighteen foreign exchange news bloomberght
"Fri, 22 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (22.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty two six two thousand and eighteen döviz haberleri bloomberght,2018-06-22 07:00:00,6,foreign exchange opening prices in the free market twenty two six two thousand and eighteen foreign exchange news bloomberght
"Thu, 11 Oct 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (11.10.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları eleven ten two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-10-11 07:00:00,10,foreign exchange opening prices in the free market eleven ten two thousand and eighteen last minute economic news bloomberght
"Wed, 30 May 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (30.05.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları thirty five two thousand and eighteen döviz haberleri bloomberght,2018-05-30 07:00:00,5,foreign exchange opening prices in the free market thirty five two thousand and eighteen foreign exchange news bloomberght
"Thu, 19 Apr 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (19.04.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları nineteen four two thousand and eighteen döviz haberleri bloomberght,2018-04-19 07:00:00,4,foreign exchange opening prices in the free market nineteen four two thousand and eighteen foreign exchange news bloomberght
"Fri, 25 May 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (25.05.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty five five two thousand and eighteen döviz haberleri bloomberght,2018-05-25 07:00:00,5,foreign exchange opening prices in the free market twenty five five two thousand and eighteen foreign exchange news bloomberght
"Tue, 04 Sep 2018 07:00:00 GMT",Halkbank'tan KAP'a düşük kur açıklaması: Hatanın tekrar etmemesi için tedbirler alındı - BBC,halkbank tan kap a düşük kur açıklaması hatanın tekrar etmemesi için tedbirler alındı bbc,2018-09-04 07:00:00,9,"Halkbank's low exchange rate statement, measures were taken to prevent the mistake from recurring BBC"
"Thu, 29 Mar 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (29.03.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty nine three two thousand and eighteen döviz haberleri bloomberght,2018-03-29 07:00:00,3,foreign exchange opening prices in the free market twenty nine three two thousand and eighteen foreign exchange news bloomberght
"Tue, 20 Mar 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (20.03.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty three two thousand and eighteen döviz haberleri bloomberght,2018-03-20 07:00:00,3,foreign exchange opening prices in the free market twenty three two thousand and eighteen foreign exchange news bloomberght
"Thu, 15 Nov 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (15.11.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları fifteen eleven two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-11-15 08:00:00,11,foreign exchange opening prices in the free market fifteen eleven two thousand and eighteen last minute economic news bloomberght
"Tue, 15 May 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (15.05.2018) | Altın ve Emtia haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları fifteen five two thousand and eighteen altın ve emtia haberleri bloomberght,2018-05-15 07:00:00,5,foreign exchange opening prices in the free market fifteen five two thousand and eighteen gold and commodity news bloomberght
"Fri, 20 Jul 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (20.07.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty seven two thousand and eighteen döviz haberleri bloomberght,2018-07-20 07:00:00,7,foreign exchange opening prices in the free market twenty seven two thousand and eighteen foreign exchange news bloomberght
"Thu, 26 Jul 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (26.07.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty six seven two thousand and eighteen döviz haberleri bloomberght,2018-07-26 07:00:00,7,foreign exchange opening prices in the free market twenty six seven two thousand and eighteen foreign exchange news bloomberght
"Thu, 15 Feb 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (15.02.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları fifteen two two thousand and eighteen döviz haberleri bloomberght,2018-02-15 08:00:00,2,foreign exchange opening prices in the free market fifteen two two thousand and eighteen foreign exchange news bloomberght
"Mon, 03 Sep 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (03.09.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları three nine two thousand and eighteen döviz haberleri bloomberght,2018-09-03 07:00:00,9,foreign exchange opening prices in the free market three nine two thousand and eighteen foreign exchange news bloomberght
"Fri, 08 Jun 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (08.06.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları eight six two thousand and eighteen döviz haberleri bloomberght,2018-06-08 07:00:00,6,foreign exchange opening prices in the free market eight six two thousand and eighteen foreign exchange news bloomberght
"Mon, 13 Aug 2018 07:00:00 GMT",Dolar/TL kuru yeniden 7'yi aştı - BBC,dolar tl kuru yeniden seven yi aştı bbc,2018-08-13 07:00:00,8,Dollar TL exchange rate exceeded seven again BBC
"Thu, 27 Dec 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (27.12.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları twenty seven twelve two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-12-27 08:00:00,12,foreign exchange opening prices in the free market twenty seven twelve two thousand and eighteen last minute economic news bloomberght
"Mon, 02 Apr 2018 07:00:00 GMT",Serbest piyasada döviz açılış fiyatları (02.04.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları two four two thousand and eighteen döviz haberleri bloomberght,2018-04-02 07:00:00,4,foreign exchange opening prices in the free market two four two thousand and eighteen foreign exchange news bloomberght
"Mon, 03 Dec 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (3.12.2018) | Son dakika ekonomi haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları three twelve two thousand and eighteen son dakika ekonomi haberleri bloomberght,2018-12-03 08:00:00,12,foreign exchange opening prices in the free market three twelve two thousand and eighteen last minute economic news bloomberght
"Tue, 06 Feb 2018 08:00:00 GMT",Serbest piyasada döviz açılış fiyatları (06.02.2018) | Döviz haberleri - Bloomberght,serbest piyasada döviz açılış fiyatları six two two thousand and eighteen döviz haberleri bloomberght,2018-02-06 08:00:00,2,foreign exchange opening prices in the free market six two two thousand and eighteen foreign exchange news bloomberght
